"","T1","T2"
"1",4.04567630828,3.98386257962
"2",2.84147975437,2.77966602571
"3",1.20237091184,1.14055718318
"4",1.91006589622,3.56514690042
"5",-2.5246310547,2.71618635156
"6",-1.43766112107,1.80336659909
"7",1.41856262311,5.45876186107
"8",1.17711255022,5.21731178818
"9",-2.31967409973,1.36102844859
"10",-5.91354346582,0.501831294455
"11",-4.11239580748,0.419081007606
"12",4.200667384,3.19355475517
"13",3.61696728065,5.48290671861
"14",3.49403589305,4.48492276054
"15",3.8215442739,5.03979266277
"16",3.04793657001,5.12874950516
"17",3.23297507136,4.52345453741
"18",3.55504249858,4.84552196462
"19",2.90248757667,4.89271587663
"20",4.0078109538,6.69786452786
"21",5.00329728338,6.92724319326
"22",5.1169199393,7.14610392422
"23",0.921394223521,1.50720596361
"24",2.302760438,4.66283730499
"25",1.60867367278,3.59890197274
"26",-2.98702271912,-4.9734774593
"27",-2.90550178204,-4.89195652222
"28",-2.82030838385,-3.40862886106
"29",-2.14531400914,-2.73363448635
"30",-3.38160072191,-4.22682628698
"31",-3.34831236134,-4.72841841456
"32",1.02125662043,0.0715342668184
"33",-0.688988058424,-1.63871041204
"34",0.937467740366,-0.173665532942
"35",-0.523163807708,-1.59725503574
"36",-3.10396230401,-2.33940122614
"37",1.77636949804,0.997094986607
"38",-2.33673720783,-1.92656199806
"39",1.38011652893,-0.186349783082
"40",-1.19321537997,-2.75968169198
"41",-0.982399629167,-2.54886594118
"42",-4.56964763868,-5.7943141624
"43",-2.93399056204,-3.56507589638
"44",-4.02602911647,-4.70192336586
"45",-2.93264707279,-4.14052852973
"46",-0.902116053655,-2.73450749252
"47",0.944289038365,-1.19204759757
"48",-0.0528821394298,-1.50652008878
"49",1.31785957133,-0.333644121902
"50",0.694249529181,-0.957254164052
"51",-0.636938452701,0.893503477352
"52",-2.75560169816,-2.30751455099
"53",-1.14063671371,-0.401430390267
"54",-2.1362997064,-1.01159597044
"55",-2.78785095467,-2.71394308322
"56",-1.96468379574,-1.6763505819
"57",-3.58065217281,-2.30251207353
"58",-1.18008379722,0.184287053776
"59",0.0951807467923,1.36579854879
"60",-3.83933194344,-1.99153403671
"61",-5.93179165997,-2.18945693285
"62",-0.81837611731,0.577957633708
"63",0.140432435173,2.13026287325
"64",-0.595844545983,1.39398589209
"65",-0.050103051048,1.93972738702
"66",1.35846792305,2.95596574129
"67",-4.95955143253,-1.74563167138
"68",-4.49656443308,-3.0786851442
"69",-4.52263422122,-4.56794932124
"70",-4.05852662583,-2.24740356882
"71",-2.14185938488,1.13361231656
"72",-3.25161824341,-0.960497636757
"73",-4.62892147557,-0.540217807582
"74",-3.08992599441,-1.08485185221
"75",-2.58895781159,-1.66078386462
"76",-4.12935402061,-0.99342589542
"77",-0.404873349222,2.45825567036
"78",-5.77051154559,-1.1783775979
"79",-3.16505532171,-0.374747879938
"80",-2.16968696098,0.516010344925
"81",-0.277473637523,2.42142250478
"82",-3.28912538499,-1.1106147283
"83",-3.29537820078,-1.45523840924
"84",-2.21666990344,0.482226238868
"85",-1.85302652327,0.845869619037
"86",-1.08923286788,0.434244940835
"87",-2.22677921569,-0.946959830433
"88",-3.85311074561,-3.6547607904
"89",-0.889047834809,1.95225080572
"90",-2.79335981697,0.571884195571
"91",-4.06182309132,-2.28935823774
"92",-2.77503219152,-1.27266618371
"93",-3.90731604294,-2.06660715276
"94",-2.50963396454,-3.78734297179
"95",-4.16970603688,-6.14318917528
"96",-3.58115075916,-5.85210777541
"97",-2.43044192269,-4.51943665473
"98",-3.1280880661,-6.52656895654
"99",-4.57282433385,-4.46425434136
"100",-4.52339417615,-4.45274264402
"101",-5.25388513761,-3.54872378583
"102",-2.87696874122,-4.11023943915
"103",-3.17756068603,-4.02677510093
"104",1.11611233519,0.397669806517
"105",-0.158830418496,-0.877272947168
"106",-0.940661880836,-1.80458695274
"107",-1.07005851373,-1.93398358563
"108",-2.44303705272,-4.20690522564
"109",-1.03200192255,-1.75044445122
"110",-3.19322767609,-3.47464135476
"111",-2.29687412835,-4.73611230263
"112",0.936629190023,-1.06991946924
"113",1.19424916677,-0.169920434956
"114",1.5683771904,0.039747605254
"115",2.18499438985,1.65241439918
"116",0.84299203404,0.310412043375
"117",-0.955436633452,-2.22961388907
"118",-1.32666904815,-1.76299047849
"119",-0.562143573942,-1.33498634219
"120",-1.31430872497,-2.08715149321
"121",-0.586844323066,-1.58788204715
"122",-1.67556158115,-1.61200271314
"123",-1.00790913484,-0.472487886056
"124",2.06033784801,1.05930012392
"125",1.71079541274,-1.3556616141
"126",2.9649866556,1.39999107509
"127",3.01889700925,1.45390142873
"128",0.921100837206,0.267888902902
"129",5.06037411381,3.49537853329
"130",5.30756016352,3.742564583
"131",4.48773026472,2.21836317691
"132",3.18793905169,1.62294347118
"133",3.21089635431,-0.305789234049
"134",2.62224029638,-0.899588758532
"135",4.74980932711,1.75292526252
"136",4.75307123108,2.90026771391
"137",4.86516303245,3.16182053624
"138",4.98968437924,3.28634188303
"139",3.45718863789,0.674165444753
"140",4.9950675586,2.37068311794
"141",3.67948708367,2.49404691123
"142",1.28231907693,0.0863268339691
"143",0.367466645329,-1.8620904091
"144",0.750365310049,-1.16592499338
"145",-2.47030226921,-1.05667348002
"146",-1.88112896962,0.258960560152
"147",-0.990797873016,0.422830916174
"148",-1.40845244408,0.00517634510519
"149",-3.60997594571,-2.47980100396
"150",-4.52055058362,-3.27411141845
"151",-3.50723145966,-2.26079229449
"152",-5.74479295124,-2.56779665118
"153",-5.45917788453,-4.34177802055
"154",-3.76154902466,-1.77614812736
"155",-4.68160669992,-1.63476941792
"156",4.03540431341,4.84035121467
"157",3.33373127367,4.50262731008
"158",3.90704727081,5.03093116205
"159",5.62093747905,6.74482137029
"160",0.0543033005016,1.17818719174
"161",-1.87886750745,-0.34938431
"162",-2.28222339226,-1.09152273211
"163",-3.93180856525,-3.64777196863
"164",-4.70102339083,-3.80667836418
"165",-4.24042505379,-3.11654116255
"166",-2.95226734172,-2.53150716163
"167",-4.6073415673,-4.35986133743
"168",-5.39445307086,-2.51590910765
"169",-2.49637731293,-1.05705147986
"170",-2.81972981287,-1.38040397981
"171",-2.3057059303,-0.890004309107
"172",-1.5418267776,-2.26897634934
"173",-1.81855496276,-1.84873367927
"174",-1.10731153671,-0.726206597481
"175",-1.21630220889,-0.14970538431
"176",-3.01351380933,-3.32588831487
"177",-0.476185987429,0.590410837156
"178",-2.1190433493,-1.14916118559
"179",0.795263808867,1.76514597257
"180",-0.938750434481,0.0311317292267
"181",-10.0642412272,-5.12455946764
"182",-10.608339793,-5.84366665828
"183",-11.0466082795,-5.07336243337
"184",-12.1152204857,-6.57360794567
"185",-9.77274810225,-5.61805514392
"186",-4.292518849,-0.269177094048
"187",-4.53744086133,-0.514099106376
"188",-8.66165519656,-4.18143995818
"189",-9.59030324104,-4.51492565654
"190",-10.3661779311,-6.18137230949
"191",-11.7068924464,-5.67454986007
"192",-11.4689081723,-6.23281421536
"193",-9.36795445301,-4.13186049605
"194",-5.82159670133,-2.83569350189
"195",-7.07795358884,-3.42906268122
"196",-6.04770711681,-2.87965725034
"197",-6.68747253865,-3.51942267218
"198",-4.73947148872,-4.64217483651
"199",0.377735595829,0.26128854884
"200",0.0157357278898,-0.1007113191
"201",-3.30864576373,-4.40406345371
"202",-4.43731079987,-5.59789773436
"203",-3.34360842669,-4.63203605015
"204",-3.32749009233,-4.22545632511
"205",-0.0983483772996,2.01690834932
"206",2.62285765536,4.70578725895
"207",1.48526663543,4.07867482466
"208",3.7518302909,6.82611533272
"209",5.08170357354,8.15598861536
"210",-2.31065775298,1.02292393019
"211",-1.87428233012,1.86430836902
"212",0.530366334055,3.93132143931
"213",0.812954243105,2.1792615738
"214",1.47037307438,2.67011905936
"215",3.86619021459,5.26249456091
"216",3.19206959535,4.26461285996
"217",1.71657418181,2.6092553297
"218",2.26439601454,3.34774807303
"219",2.36234731623,3.77808946638
"220",-2.87763127982,0.0758022179073
"221",-0.575120757584,1.02399538155
"222",0.263380790725,1.97034031891
"223",-1.04740735127,0.631499647111
"224",-1.19845360523,1.03906471217
"225",-1.45709983601,1.30275130488
"226",1.49483507795,3.0128635822
"227",-0.558082381049,0.959946123201
"228",-0.964967517262,1.04912617642
"229",0.609130529234,1.91158138466
"230",0.648292667989,1.60756543001
"231",1.82819565335,4.35898550807
"232",0.538104718669,3.0772102428
"233",2.29630660867,3.83917022543
"234",0.153068083513,5.54556539354
"235",1.3101731635,3.25016517223
"236",1.31329720416,3.76346680815
"237",-0.254229857849,2.38389212642
"238",1.71630107724,2.61155304884
"239",0.135987910151,2.91486140335
"240",-2.84475008624,1.04130818158
"241",-3.0964615685,1.33904162776
"242",-2.82270032643,-0.872810608663
"243",-2.43250835818,-0.482618640415
"244",-3.09765444128,-1.0119938243
"245",-3.54195847358,0.424661203999
"246",-4.28383767485,1.00493905021
"247",-2.48675984854,-0.0179966956831
"248",-3.37158372874,0.22501397607
"249",0.142730267209,2.08554833824
"250",2.72340397206,5.36950286983
"251",5.0578277312,7.10774091912
"252",3.93014726166,6.74740671588
"253",4.39844971787,6.44836290578
"254",6.53186021418,8.58177340209
"255",6.75343757387,8.80335076178
"256",5.25215462943,7.30206781734
"257",4.34757248269,5.72493739238
"258",4.25260809059,5.85488661307
"259",4.40093242337,6.33416795814
"260",3.48013344419,4.71351637141
"261",1.46486338309,3.07167863057
"262",3.55653998708,4.65435599609
"263",2.2849984469,4.9154530047
"264",4.58806097589,6.7802508842
"265",2.17817039868,5.08921725303
"266",5.13298903558,7.72101573165
"267",-1.6635189203,-2.64039310307
"268",-1.54857201079,-1.1075263148
"269",1.08784281638,2.13528216216
"270",-2.41774359486,3.37022808658
"271",-1.59749654538,2.26903578206
"272",0.876514869414,5.54194073656
"273",1.87497840159,2.51305344922
"274",3.48664068248,3.75015401584
"275",3.98194255918,4.25750235018
"276",1.29198560317,-0.377603918422
"277",-0.442433086491,1.02863418812
"278",-0.681015118729,-0.405455327731
"279",-3.43928236114,0.156813516824
"280",-1.30841849305,0.0428978054084
"281",0.231638303352,2.62126321396
"282",-0.994299245254,1.69168845951
"283",-1.34436120004,0.684690907833
"284",-1.15904684823,1.11155121947
"285",0.495259753813,1.28625416935
"286",-1.04690716679,-1.2263199925
"287",0.0980216040161,1.51405596977
"288",-3.26478449536,0.771299961494
"289",-1.76155492806,2.3309539793
"290",-0.00974050525853,2.01922681348
"291",0.0549208105078,2.88488961159
"292",-5.40316065956,-2.93680259683
"293",-3.91429136224,-3.11133438756
"294",-5.12711133923,-4.01158878392
"295",-3.74375647419,-2.42624041253
"296",-4.1506215555,-2.27502591328
"297",-3.19748539922,-2.78511765166
"298",-2.94312720772,-1.24573673933
"299",0.0845529061839,2.18614622753
"300",-3.6910687507,0.4182333758
"301",-4.40733443896,0.625194928959
"302",-4.59710008845,0.561427175685
"303",-2.64545564056,0.506159309178
"304",-3.71341237339,-1.40071719288
"305",-4.88817777044,-3.61831295349
"306",-4.03874004212,0.0923392802299
"307",0.0470856006768,2.74250782862
"308",2.35984138465,5.05526361259
"309",2.32157072787,5.01699295582
"310",0.579362411815,3.27478463976
"311",0.894476934171,3.58989916212
"312",-0.607986588177,0.0443430732207
"313",-2.20616807933,0.283274088899
"314",1.60019008177,4.43311077478
"315",1.75054247321,4.14886657693
"316",1.06140977141,4.56774608067
"317",2.77006649075,5.60298718376
"318",3.11294693396,5.94586762697
"319",-0.393997352697,3.30067874346
"320",0.588423479689,3.66911162109
"321",0.66083233065,3.53442026127
