"","upedon","MO.x","MOGr.x","LU.x","MOGrLU.x","rcasiteid.x","SOCstock100","TSNstock100","lat","long"
"1","A0108P921",1,108,"P","0108P","A0108P92",100.113941479444,9.47804734689078,48.85,-122.68
"2","A0116P901",1,116,"P","0116P","A0116P90",242.002573229696,13.8186904461293,47.24,-122.08
"3","A0116P941",1,116,"P","0116P","A0116P94",293.079581161858,19.0550935944529,47.24,-122.09
"4","A0116X971",1,116,"X","0116X","A0116X97",69.735243895192,9.43465270739343,42.49,-113.18
"5","A0120R931",1,120,"R","0120R","A0120R93",116.996856229881,7.91078575629891,45.23,-117.07
"6","A0201F961",2,201,"F","0201F","A0201F96",29.3874374690865,2.25310583684548,35.41,-114.1
"7","A0201F991",2,201,"F","0201F","A0201F99",40.2226513313854,2.45008041795704,35.81,-118.07
"8","A0204P961",2,204,"P","0204P","A0204P96",71.3064612644003,4.27346067867092,33.56,-117.05
"9","A0208P941",2,208,"P","0208P","A0208P94",21.4537731592135,1.95115291434183,37.02,-120.04
"10","A0209P891",2,209,"P","0209P","A0209P89",74.8869858592311,6.32464786518015,33.89,-117.05
"12","A0210R871",2,210,"R","0210R","A0210R87",24.1491694232448,2.13129656379931,34.43,-117.37
"13","A0215P991",2,215,"P","0215P","A0215P99",57.107740782807,9.84019794503548,37.31,-120.26
"14","A0216P991",2,216,"P","0216P","A0216P99",41.2390055403051,9.06472436178619,35.87,-119.36
"15","A0218R941",2,218,"R","0218R","A0218R94",256.531805975518,19.9375612821412,41.2,-121.38
"16","A0219P961",2,219,"P","0219P","A0219P96",61.4977526955476,8.82785170592468,35.4,-120.57
"18","A0220R981",2,220,"R","0220R","A0220R98",697.895937083928,33.3002204591926,39.03,-120.13
"19","A0220R991",2,220,"R","0220R","A0220R99",2.02756751906708,1.94848944275691,35.88,-118.02
"20","A0305R901",3,305,"R","0305R","A0305R90",28.7678293838082,7.04196215205669,39.82,-119.75
"21","A0305R921",3,305,"R","0305R","A0305R92",39.9362236072813,2.54383584460879,38.86,-119.58
"22","A0305R941",3,305,"R","0305R","A0305R94",20.1301033251195,0.400891276685624,39.14,-119.81
"23","A0305R971",3,305,"R","0305R","A0305R97",31.6152711537807,3.44238953282376,39.49,-118.74
"24","A0306R881",3,306,"R","0306R","A0306R88",5.43774298133083,1.11502155218782,39.59,-119.29
"26","A0306R921",3,306,"R","0306R","A0306R92",7.4949981951671,1.46987147184319,39.59,-119.36
"27","A0306R931",3,306,"R","0306R","A0306R93",8.89454009989982,0.777620691735211,39.33,-118.37
"28","A0306R961",3,306,"R","0306R","A0306R96",3.26743189649091,0.987765785556522,39.04,-118.62
"29","A0306R991",3,306,"R","0306R","A0306R99",21.0643131554456,3.57127805878378,40.26,-118.77
"30","A0801F971",8,801,"F","0801F","A0801F97",8.95835151367399,0.517562776849496,37.91,-111.44
"31","A0801R971",8,801,"R","0801R","A0801R97",14.6636248707313,3.28004739275442,33,-112.5
"32","A0806R891",8,806,"R","0806R","A0806R89",47.2918484666384,6.57106557274061,31.95,-106.43
"33","A1011X981",10,1011,"X","1011X","A1011X98",354.801876256166,27.8444659143274,44.18,-96.07
"34","A1107P951",11,1107,"P","1107P","A1107P95",145.182283924746,11.5469047416673,41.08,-86.24
"35","A1405F981",14,1405,"F","1405F","A1405F98",3476.04564659964,62.2464753890539,34.86,-77.36
"36","A1406W901",14,1406,"W","1406W","A1406W90",957.265556418321,31.6710270881021,35.06,-77.61
"37","A1408F931",14,1408,"F","1408F","A1408F93",206.718227721797,10.6411821415214,35.24,-76.97
"39","A1611F581",16,1611,"F","1611F","A1611F58",47.5241237708157,6.51570998068529,32.75,-90.43
"40","A1611F631",16,1611,"F","1611F","A1611F63",50.7923034656408,6.33399136064189,37.82,-92.89
"41","A1611F661",16,1611,"F","1611F","A1611F66",55.3414351264351,20.4104164327391,32.74,-90.36
"42","A1611F811",16,1611,"F","1611F","A1611F81",71.2696244588806,17.6616721327127,35,-92.38
"43","A1611F851",16,1611,"F","1611F","A1611F85",52.502486262211,5.99769235633355,36.73,-92.68
"44","C0101F011",1,101,"F","0101F","C0101F01",3805.80164245805,92.1758015041759,47.01,-122.77
"45","C0101W011",1,101,"W","0101W","C0101W01",3853.56025572687,182.087755599439,47.59,-122.19
"47","C0101W051",1,101,"W","0101W","C0101W05",1697.6828951314,73.7104025733709,47.1,-124.04
"48","C0101W061",1,101,"W","0101W","C0101W06",719.421015383315,63.4562294970332,43.72,-111.15
"49","C0101W071",1,101,"W","0101W","C0101W07",1520.84902158943,86.788081173359,48,-122.41
"50","C0101W081",1,101,"W","0101W","C0101W08",3471.12872077236,149.512468458296,46.11,-123.91
"52","C0101W101",1,101,"W","0101W","C0101W10",1081.66809267881,72.7160263564296,46.34,-123.98
"53","C0102C011",1,102,"C","0102C","C0102C01",35.1827171137313,7.20681609799379,46.6,-119.04
"54","C0102C021",1,102,"C","0102C","C0102C02",39.6061368550564,5.17563010738672,43.46,-116.27
"55","C0102C041",1,102,"C","0102C","C0102C04",19.4781309781455,5.0502148703492,47.09,-119.89
"56","C0102C051",1,102,"C","0102C","C0102C05",48.6887768504508,16.0554930447447,43.96,-117.1
"57","C0102P011",1,102,"P","0102P","C0102P01",10.1400204440647,1.21924653924165,45.91,-119.27
"58","C0102P021",1,102,"P","0102P","C0102P02",38.2677427886284,8.26973450134019,43.08,-112.57
"59","C0102P031",1,102,"P","0102P","C0102P03",121.064644935267,17.2750575926655,42.5,-114.52
"60","C0102P041",1,102,"P","0102P","C0102P04",23.2539912926829,3.82186713798452,42.54,-113.42
"61","C0102R011",1,102,"R","0102R","C0102R01",15.0068538816058,3.48354580273999,46.32,-119.58
"62","C0102R021",1,102,"R","0102R","C0102R02",22.4610900595727,6.37714467966284,43.35,-116.55
"63","C0102R031",1,102,"R","0102R","C0102R03",21.6561157460906,4.80451710154309,46.38,-119.95
"64","C0102R081",1,102,"R","0102R","C0102R08",22.3658425650274,4.23484050779734,44.55,-117.15
"65","C0102R121",1,102,"R","0102R","C0102R12",37.024118371385,5.70854377981327,47.59,-118.52
"66","C0102X021",1,102,"X","0102X","C0102X02",15.1349858187251,2.61833076094217,47.27,-119.12
"67","C0103C051",1,103,"C","0103C","C0103C05",37.8164852964933,6.47384271016324,45.98,-120
"68","C0103C071",1,103,"C","0103C","C0103C07",78.9386251507411,9.2440865895878,45.05,-117.93
"69","C0103C081",1,103,"C","0103C","C0103C08",24.0095500795253,3.22840827877652,46.3,-117.09
"70","C0103F031",1,103,"F","0103F","C0103F03",492.386540592771,22.7622148839899,45.01,-123.57
"71","C0103F041",1,103,"F","0103F","C0103F04",443.709628905834,11.7015438785691,45.83,-123.57
"72","C0103P011",1,103,"P","0103P","C0103P01",78.0673912672072,8.53340540565845,44.56,-116.55
"73","C0103P021",1,103,"P","0103P","C0103P02",27.4262376466684,3.56028153977062,46.6,-120.68
"74","C0103P031",1,103,"P","0103P","C0103P03",6.65142855163573,0.860722083421157,45.82,-120.58
"75","C0103P041",1,103,"P","0103P","C0103P04",28.5883107146932,3.52208082466175,44.49,-121.15
"76","C0103P051",1,103,"P","0103P","C0103P05",75.99383189082,9.64989587811532,45.04,-120.36
"77","C0103R011",1,103,"R","0103R","C0103R01",25.0445031030194,3.29659082258825,45.23,-120.3
"78","C0103R021",1,103,"R","0103R","C0103R02",59.8072427118725,5.17786766656742,44.6,-116.79
"79","C0103R031",1,103,"R","0103R","C0103R03",13.9297944580454,1.53627387795739,44.84,-116.99
"80","C0103R041",1,103,"R","0103R","C0103R04",15.6900220395522,1.76975686421948,44.81,-121.08
"81","C0103R051",1,103,"R","0103R","C0103R05",66.8651374985969,7.33812484486385,45.39,-119.42
"82","C0103X011",1,103,"X","0103X","C0103X01",57.6173614718506,5.46443014449939,46.38,-117.66
"83","C0103X031",1,103,"X","0103X","C0103X03",64.8370002608586,13.0721892428403,47.62,-119.87
"84","C0103X041",1,103,"X","0103X","C0103X04",123.032870394868,23.0308847522233,43.83,-111.44
"85","C0103X051",1,103,"X","0103X","C0103X05",20.4309932651019,4.51105367162037,44.71,-121.11
"86","C0104F011",1,104,"F","0104F","C0104F01",529.021801343197,27.9075731799259,46.32,-123.29
"87","C0104F021",1,104,"F","0104F","C0104F02",393.300079294847,24.4002627879462,45.52,-122.19
"89","C0104F041",1,104,"F","0104F","C0104F04",518.577721419564,45.2995919349241,44.78,-123.94
"90","C0104F051",1,104,"F","0104F","C0104F05",620.111955394277,29.8502434790219,47.92,-124.52
"91","C0104F061",1,104,"F","0104F","C0104F06",529.862414704894,36.4477307349727,46.37,-123.62
"93","C0104F081",1,104,"F","0104F","C0104F08",453.261809490329,23.4847272598874,45.76,-123.67
"95","C0104F101",1,104,"F","0104F","C0104F10",417.762991790136,37.5367046441166,46.87,-123.77
"96","C0104P011",1,104,"P","0104P","C0104P01",344.942305299975,27.5619754676807,46.93,-122.64
"97","C0104P021",1,104,"P","0104P","C0104P02",324.121645804261,34.4517399153396,45.85,-122.74
"98","C0104P031",1,104,"P","0104P","C0104P03",245.407772377699,35.3677840254221,46.37,-123.79
"101","C0105F011",1,105,"F","0105F","C0105F01",117.947661747435,3.10859975386144,47.52,-123.08
"102","C0105F021",1,105,"F","0105F","C0105F02",155.83623255798,9.6842133361169,46.36,-122.49
"103","C0105F031",1,105,"F","0105F","C0105F03",208.944396546595,7.27866389010853,44.19,-122.4
"106","C0105F061",1,105,"F","0105F","C0105F06",248.852178337571,9.30661905348292,48.31,-121.96
"107","C0105F071",1,105,"F","0105F","C0105F07",314.685156121143,9.55347736690216,48.5,-121.97
"108","C0105F081",1,105,"F","0105F","C0105F08",228.292639658085,12.5032187894323,47.2,-123.28
"109","C0105F091",1,105,"F","0105F","C0105F09",470.86369648596,21.2954483616483,47.66,-124.18
"111","C0105F111",1,105,"F","0105F","C0105F11",181.192223704217,8.14879475174881,46.05,-122.27
"112","C0106C011",1,106,"C","0106C","C0106C01",83.6033047547006,12.0049118427838,42.52,-114.78
"113","C0106C021",1,106,"C","0106C","C0106C02",69.8918328099464,9.73837484807922,42.32,-114.62
"114","C0106C031",1,106,"C","0106C","C0106C03",62.674264505031,9.80609413699997,42.47,-114.85
"115","C0106C041",1,106,"C","0106C","C0106C04",57.4076807918821,11.8031943320047,42.49,-114.8
"116","C0106C051",1,106,"C","0106C","C0106C05",105.822386236507,12.8310384928515,43.53,-116.35
"117","C0106F021",1,106,"F","0106F","C0106F02",72.1908846151757,4.00431344744816,48.6,-123.13
"118","C0106F031",1,106,"F","0106F","C0106F03",161.61268652292,5.37250607466,42.97,-123.84
"119","C0106F041",1,106,"F","0106F","C0106F04",148.702454745836,6.28949291602886,48.6,-123.12
"120","C0106F051",1,106,"F","0106F","C0106F05",24.6048775357431,1.9345291996054,47.43,-120.5
"121","C0106F061",1,106,"F","0106F","C0106F06",25.4798755496813,1.76458619224498,44.09,-121.46
"122","C0106R011",1,106,"R","0106R","C0106R01",36.8995752254217,7.52905733127576,42.9,-114.29
"123","C0106R021",1,106,"R","0106R","C0106R02",43.2894308151689,7.86731289347674,42.42,-114.07
"124","C0106R031",1,106,"R","0106R","C0106R03",11.6992631222774,1.81900161645454,46.88,-120.67
"125","C0107C011",1,107,"C","0107C","C0107C01",68.0077946715824,10.1765507941843,44.48,-123.25
"126","C0107C021",1,107,"C","0107C","C0107C02",166.094041121263,18.9823664964478,46.59,-117.01
"127","C0107C031",1,107,"C","0107C","C0107C03",212.761654393824,20.6083473591116,44.59,-122.91
"128","C0107C041",1,107,"C","0107C","C0107C04",192.002214300482,22.2186620761755,44.75,-123.33
"129","C0107C051",1,107,"C","0107C","C0107C05",85.6458717629103,13.0631832624234,43.74,-111.9
"130","C0107C081",1,107,"C","0107C","C0107C08",208.886903804687,21.1911015804304,46.84,-117.27
"131","C0107F011",1,107,"F","0107F","C0107F01",196.402934392542,13.1212444767197,45.76,-122.32
"133","C0107F041",1,107,"F","0107F","C0107F04",91.7812440090383,16.28682372277,45.9,-123.19
"134","C0107F051",1,107,"F","0107F","C0107F05",82.590651489122,13.3375451017758,45.39,-122.43
"135","C0107F061",1,107,"F","0107F","C0107F06",180.717824725192,16.4653776529851,46.18,-117.96
"136","C0107P011",1,107,"P","0107P","C0107P01",591.529889151118,57.5477363308755,44.78,-123.92
"137","C0107P021",1,107,"P","0107P","C0107P02",153.521580820312,28.4982528874885,43.89,-116.71
"138","C0107P031",1,107,"P","0107P","C0107P03",188.501127440061,32.692433151431,46.65,-123.11
"139","C0107P041",1,107,"P","0107P","C0107P04",350.705692801971,28.3496788077935,44.35,-113.6
"140","C0107P051",1,107,"P","0107P","C0107P05",98.3351297237172,20.3792826519427,44.86,-117.92
"141","C0107R011",1,107,"R","0107R","C0107R01",63.3785693826957,12.7222578382927,42.46,-113.42
"142","C0107R021",1,107,"R","0107R","C0107R02",96.9311904200964,11.2374343638508,42.42,-114.42
"143","C0107R031",1,107,"R","0107R","C0107R03",31.5943875272513,4.62733165530591,46.59,-120.78
"144","C0107R041",1,107,"R","0107R","C0107R04",19.4362172896426,2.85312649624319,45.7,-119.3
"145","C0107R061",1,107,"R","0107R","C0107R06",119.995270510412,15.5029150660473,43.77,-112
"146","C0107R081",1,107,"R","0107R","C0107R08",219.350434970863,17.2372807643023,44.57,-114.24
"147","C0107W011",1,107,"W","0107W","C0107W01",687.16147866153,52.7165608277138,43.01,-112.59
"148","C0107W021",1,107,"W","0107W","C0107W02",184.468215237416,23.5350114081331,43.34,-114.15
"149","C0107W031",1,107,"W","0107W","C0107W03",209.214621889968,22.0961279034545,43.66,-111.14
"150","C0107W041",1,107,"W","0107W","C0107W04",209.082038639393,23.7281660210817,45.08,-123.32
"151","C0107W051",1,107,"W","0107W","C0107W05",91.8456290889427,12.7074385501915,43.9,-112.45
"152","C0107X011",1,107,"X","0107X","C0107X01",106.112346737416,10.764384646426,46.31,-117.77
"153","C0107X021",1,107,"X","0107X","C0107X02",45.7520008998306,7.03035314507362,46.82,-118.45
"156","C0108C041",1,108,"C","0108C","C0108C04",65.1453027894695,8.8618683153032,45.17,-122.99
"157","C0108C051",1,108,"C","0108C","C0108C05",153.116711479594,16.811518417682,48.44,-122.47
"158","C0108C061",1,108,"C","0108C","C0108C06",69.8505686361991,17.2123026936542,45.03,-122.76
"159","C0108F021",1,108,"F","0108F","C0108F02",568.801728272487,47.5212982409799,46.31,-123.72
"161","C0108F041",1,108,"F","0108F","C0108F04",306.157739333597,23.7016380524678,44.26,-123
"163","C0108F061",1,108,"F","0108F","C0108F06",207.888862736465,18.4339802990014,44.26,-123
"164","C0108P021",1,108,"P","0108P","C0108P02",325.134500513418,30.0326164790857,45.46,-123.85
"165","C0108P031",1,108,"P","0108P","C0108P03",81.4804418765042,10.1867340700139,47.1,-119.05
"166","C0108P041",1,108,"P","0108P","C0108P04",176.377736295298,21.4225459512185,48.55,-122.34
"167","C0108R021",1,108,"R","0108R","C0108R02",30.8128624046732,7.95656732902229,46.55,-120.5
"168","C0108R041",1,108,"R","0108R","C0108R04",56.3516246451906,8.13670736509426,48.41,-119.41
"169","C0108W011",1,108,"W","0108W","C0108W01",117.96602564193,13.1874035502324,44.78,-123.07
"170","C0108W021",1,108,"W","0108W","C0108W02",163.171559791868,16.9003276648025,44.99,-123.26
"171","C0108W031",1,108,"W","0108W","C0108W03",88.4185738925677,6.84398613169059,44.22,-123.08
"172","C0108W041",1,108,"W","0108W","C0108W04",70.9502221386013,9.42915413548796,44.35,-123.31
"174","C0108W071",1,108,"W","0108W","C0108W07",70.7852089864392,8.62432651659335,44.78,-123.08
"175","C0108W091",1,108,"W","0108W","C0108W09",194.857099405172,16.8581430861891,44.28,-123.03
"176","C0109C015",1,109,"C","0109C","C0109C01",22.2330557604593,4.59472924237999,46.28,-118.93
"177","C0109C021",1,109,"C","0109C","C0109C02",61.7769475530057,7.90264480779707,43.3,-116.57
"178","C0109C041",1,109,"C","0109C","C0109C04",37.6303832880877,4.71447815976313,45.9,-119.41
"179","C0109C061",1,109,"C","0109C","C0109C06",41.2174645445074,7.10429332221235,47.75,-120.16
"180","C0109C071",1,109,"C","0109C","C0109C07",26.8969976643797,6.25643847220321,43.73,-116.99
"181","C0109P011",1,109,"P","0109P","C0109P01",40.2508601799692,6.9068416867861,45.82,-119.76
"182","C0109P021",1,109,"P","0109P","C0109P02",28.214747174667,5.23099203611286,44.04,-121.16
"183","C0109P031",1,109,"P","0109P","C0109P03",74.1593870477001,7.44412082472306,43.16,-112.32
"184","C0109P041",1,109,"P","0109P","C0109P04",70.3772070837505,9.81395150323906,44.57,-113.26
"185","C0109R011",1,109,"R","0109R","C0109R01",36.9553054275642,6.8649429569907,47.28,-119.25
"186","C0109R031",1,109,"R","0109R","C0109R03",28.144459199853,3.76869626431459,44.02,-121.24
"187","C0109R041",1,109,"R","0109R","C0109R04",71.054709817168,5.73105521584631,43.1,-112.34
"188","C0109X011",1,109,"X","0109X","C0109X01",63.0966744587484,7.12584026011646,47.85,-119.41
"189","C0109X021",1,109,"X","0109X","C0109X02",30.5691711845539,5.49099806756926,47.89,-119.55
"190","C0109X031",1,109,"X","0109X","C0109X03",59.5970699904152,8.46931479810506,47.88,-119.38
"191","C0109X041",1,109,"X","0109X","C0109X04",50.4389025058603,8.51706954649445,47.79,-119.53
"192","C0109X051",1,109,"X","0109X","C0109X05",62.545180258284,18.6289391558299,46.54,-118.27
"193","C0110C011",1,110,"C","0110C","C0110C01",55.2091264171856,21.2683948163481,42.58,-113.83
"194","C0110C021",1,110,"C","0110C","C0110C02",111.371077892294,18.5464373406744,43.7,-116.44
"195","C0110C031",1,110,"C","0110C","C0110C03",76.3966100701434,22.3469638946034,46.46,-118.35
"196","C0110C041",1,110,"C","0110C","C0110C04",51.8525846429417,20.3519814255847,46.1,-119.36
"198","C0110C061",1,110,"C","0110C","C0110C06",67.071245830235,11.9305676321397,46.91,-118.42
"199","C0110C071",1,110,"C","0110C","C0110C07",57.5737313870321,20.2140837419842,45.68,-119.6
"200","C0110P011",1,110,"P","0110P","C0110P01",46.9445962290112,6.31972261476509,42.7,-115.01
"201","C0110P031",1,110,"P","0110P","C0110P03",112.047225253417,10.8241727081394,43.36,-116.63
"202","C0110P041",1,110,"P","0110P","C0110P04",64.1777167303904,11.9324636077686,43,-114.68
"203","C0110P061",1,110,"P","0110P","C0110P06",64.784312864583,9.49251329613515,44.11,-116.71
"204","C0110P071",1,110,"P","0110P","C0110P07",88.8494232132986,10.7552566892026,44.99,-117.93
"205","C0110R011",1,110,"R","0110R","C0110R01",37.8780587561611,5.29121860892827,48.8,-119.58
"206","C0110R021",1,110,"R","0110R","C0110R02",38.7783464527236,4.02151577918268,46.59,-118.94
"207","C0110R031",1,110,"R","0110R","C0110R03",36.2070888007185,5.23099767608849,45.44,-120.29
"208","C0110R041",1,110,"R","0110R","C0110R04",53.9698389671116,7.79740885129252,45.53,-120.22
"209","C0110R051",1,110,"R","0110R","C0110R05",32.3894550907665,13.5081133919074,45.72,-120.04
"210","C0110X011",1,110,"X","0110X","C0110X01",27.274195534956,5.70267745511837,46.49,-120.28
"211","C0110X021",1,110,"X","0110X","C0110X02",48.8796079369406,8.21512461808361,46.69,-118.57
"212","C0110X031",1,110,"X","0110X","C0110X03",48.2788988012116,11.8205775640101,46.51,-118.94
"213","C0111C011",1,111,"C","0111C","C0111C01",69.2010503545606,22.824672454719,42.88,-113.88
"214","C0111C021",1,111,"C","0111C","C0111C02",87.6420252194782,21.9831561275488,44.27,-116.77
"215","C0111C031",1,111,"C","0111C","C0111C03",48.1867800808065,22.477198775179,43.84,-112.49
"216","C0111C051",1,111,"C","0111C","C0111C05",48.3467392745632,18.7329590149324,42.98,-114.72
"217","C0111R011",1,111,"R","0111R","C0111R01",86.1620612924602,12.0043148703583,44.28,-116.98
"218","C0111R021",1,111,"R","0111R","C0111R02",57.4268615853318,11.6960137390382,43.29,-116.14
"219","C0111R031",1,111,"R","0111R","C0111R03",68.9900978754285,13.9287892913088,44.28,-116.77
"220","C0112F011",1,112,"F","0112F","C0112F01",23.4240734181895,8.74398860157957,48.34,-119.82
"222","C0112F031",1,112,"F","0112F","C0112F03",36.3792271209496,4.18278327195097,43.8,-111.06
"223","C0112F041",1,112,"F","0112F","C0112F04",90.9109599992377,5.35843058116089,46.02,-121.58
"224","C0112F051",1,112,"F","0112F","C0112F05",46.6547721917752,5.37966460441855,44.84,-118
"225","C0112R011",1,112,"R","0112R","C0112R01",68.8120712277937,14.6689273997094,44.01,-111.73
"226","C0112R021",1,112,"R","0112R","C0112R02",63.5036144608426,7.26166649825976,43.84,-116.48
"227","C0112R031",1,112,"R","0112R","C0112R03",25.2804354867008,3.51162576843238,43.21,-114.35
"228","C0112R041",1,112,"R","0112R","C0112R04",43.736142307265,11.8072683978104,43.85,-116.22
"229","C0113C011",1,113,"C","0113C","C0113C01",88.8372370062639,11.1801425879535,43.31,-114.69
"230","C0113C021",1,113,"C","0113C","C0113C02",73.3903037850135,8.30626785815363,46.49,-117.26
"231","C0113C031",1,113,"C","0113C","C0113C03",88.3498047542802,11.1005017004688,42.5,-112.14
"232","C0113C041",1,113,"C","0113C","C0113C04",104.389389785872,15.3634589611729,44.99,-122.92
"234","C0113C061",1,113,"C","0113C","C0113C06",91.5131429953995,11.8314862092994,45.86,-118.45
"235","C0113F011",1,113,"F","0113F","C0113F01",125.532870432508,7.76432925981856,45.13,-118.75
"236","C0113F021",1,113,"F","0113F","C0113F02",154.77886289961,11.6925044842456,47.46,-122.68
"237","C0113F031",1,113,"F","0113F","C0113F03",357.705876092231,6.14400309921095,44.82,-121.53
"238","C0113F041",1,113,"F","0113F","C0113F04",148.061093550942,9.30868754433435,46.79,-123.25
"239","C0113F051",1,113,"F","0113F","C0113F05",291.423317803394,16.311188152222,47.04,-123.3
"240","C0113P011",1,113,"P","0113P","C0113P01",185.416437497823,18.5787826894173,42.48,-112.46
"241","C0113P031",1,113,"P","0113P","C0113P03",121.846826414516,19.5308025815077,46.86,-117.75
"242","C0113P041",1,113,"P","0113P","C0113P04",152.815277829585,23.2893609229594,48.11,-122.57
"243","C0113P051",1,113,"P","0113P","C0113P05",109.98873670624,23.5644963820814,44.97,-117.91
"244","C0113P061",1,113,"P","0113P","C0113P06",98.660509425155,17.0333950859129,44.93,-117.96
"245","C0113R011",1,113,"R","0113R","C0113R01",26.1627485110842,2.82741562169956,43.97,-116.34
"246","C0113R021",1,113,"R","0113R","C0113R02",50.9966361185443,7.91559170778201,46.5,-117.95
"247","C0113R031",1,113,"R","0113R","C0113R03",32.0559538916798,6.94625861106959,45.22,-120.97
"248","C0113R041",1,113,"R","0113R","C0113R04",394.975104504153,30.1531042507312,42.15,-112.03
"249","C0113R051",1,113,"R","0113R","C0113R05",76.5165460893551,12.9599294264075,43.12,-112.2
"250","C0113R061",1,113,"R","0113R","C0113R06",42.9021484052362,14.8153256637913,47.92,-119.3
"251","C0113R071",1,113,"R","0113R","C0113R07",80.3348614411592,21.6083158657664,43.33,-115.29
"252","C0113W011",1,113,"W","0113W","C0113W01",290.044024291732,39.5329814433735,43.73,-111.2
"253","C0113W021",1,113,"W","0113W","C0113W02",144.00776337282,15.8311788290942,43.08,-112.53
"254","C0113W051",1,113,"W","0113W","C0113W05",108.538364876745,11.7151555530436,42.22,-111.36
"255","C0113W061",1,113,"W","0113W","C0113W06",400.915724300641,25.3374052414144,45.04,-121.51
"256","C0113W071",1,113,"W","0113W","C0113W07",167.721450496964,23.1412744872597,43.39,-114.57
"257","C0113X011",1,113,"X","0113X","C0113X01",51.9883171080424,10.4860768208145,45.24,-119.78
"258","C0113X021",1,113,"X","0113X","C0113X02",53.2991457649511,19.7065095305562,46.57,-117.92
"259","C0113X031",1,113,"X","0113X","C0113X03",95.1110874637124,17.0013509889989,43.85,-111.32
"260","C0113X041",1,113,"X","0113X","C0113X04",66.4896674468622,15.8492947943646,45.42,-120.55
"261","C0114C011",1,114,"C","0114C","C0114C01",202.498588499654,31.5342171578451,44.76,-123.2
"262","C0114C021",1,114,"C","0114C","C0114C02",143.500233450123,13.5524144882821,44.58,-122.92
"264","C0114C051",1,114,"C","0114C","C0114C05",184.073164237334,16.0659014373408,44.84,-122.81
"266","C0114F011",1,114,"F","0114F","C0114F01",117.505434606942,8.0072911876793,44.55,-120.52
"267","C0114F021",1,114,"F","0114F","C0114F02",431.64485385948,32.4550400101757,46.22,-122.75
"268","C0114F031",1,114,"F","0114F","C0114F03",353.824706796833,22.8483009048988,44.44,-122.71
"269","C0114F041",1,114,"F","0114F","C0114F04",341.925473943209,15.9028143773518,43.79,-123.14
"270","C0114F051",1,114,"F","0114F","C0114F05",235.194560429296,14.1376882111156,44.35,-122.86
"271","C0114F061",1,114,"F","0114F","C0114F06",391.89690264632,17.9502600956122,44.46,-122.88
"272","C0114F071",1,114,"F","0114F","C0114F07",280.422738642837,15.2422105027836,46.2,-122.82
"273","C0114F081",1,114,"F","0114F","C0114F08",211.539585891341,13.5126887804406,46.2,-123.18
"274","C0114P011",1,114,"P","0114P","C0114P01",197.711165083755,22.1217109060836,46.47,-122.81
"275","C0114P021",1,114,"P","0114P","C0114P02",97.7002250647316,11.52646971089,44.61,-123.43
"276","C0114P031",1,114,"P","0114P","C0114P03",189.380804128582,19.354562267483,43.64,-123.62
"277","C0114P041",1,114,"P","0114P","C0114P04",182.55656218118,17.1016022720855,43.77,-122.47
"278","C0114P051",1,114,"P","0114P","C0114P05",170.100179138456,21.5021093561281,45.14,-123.35
"279","C0114R011",1,114,"R","0114R","C0114R01",201.812543564343,20.1041248436257,42.41,-111.66
"280","C0114R021",1,114,"R","0114R","C0114R02",51.64116204181,5.09833488818878,45.65,-117.03
"281","C0114R031",1,114,"R","0114R","C0114R03",60.3915910321569,9.06837649066341,44.81,-117.44
"282","C0114R041",1,114,"R","0114R","C0114R04",60.0747519232666,7.0654380678066,43.33,-114.07
"283","C0114R061",1,114,"R","0114R","C0114R06",78.0581736565687,13.5625786848905,44.34,-116.94
"284","C0114R071",1,114,"R","0114R","C0114R07",70.820813867449,7.56669641791279,44.89,-120.76
"286","C0114R091",1,114,"R","0114R","C0114R09",143.068601057089,14.2692217004873,45.07,-119.88
"287","C0114W041",1,114,"W","0114W","C0114W04",135.415545158307,13.7131717754724,43.28,-114.67
"288","C0114X011",1,114,"X","0114X","C0114X01",68.18886645375,6.60165309305387,44.3,-116.57
"289","C0114X021",1,114,"X","0114X","C0114X02",114.089692632015,10.538095475129,44.61,-117.81
"290","C0114X031",1,114,"X","0114X","C0114X03",134.229816210613,16.9162178281469,42.23,-112.15
"291","C0114X041",1,114,"X","0114X","C0114X04",79.1615590848776,14.8896519285711,42.14,-112
"292","C0115F011",1,115,"F","0115F","C0115F01",134.692636294519,5.06672993726002,45.52,-121.73
"293","C0115F021",1,115,"F","0115F","C0115F02",176.527038517059,6.26094499573486,48,-122.44
"297","C0115F061",1,115,"F","0115F","C0115F06",96.039336300811,5.46641504752532,47.84,-122.52
"298","C0115F071",1,115,"F","0115F","C0115F07",241.788646280959,15.3947915107697,47.98,-122.4
"299","C0115F081",1,115,"F","0115F","C0115F08",251.26303834493,8.20400986600339,48,-122.44
"300","C0115F091",1,115,"F","0115F","C0115F09",339.63445633331,13.4226792348264,48.04,-122.8
"301","C0115P011",1,115,"P","0115P","C0115P01",54.6390896311137,5.46713568767192,44,-116.8
"302","C0115P031",1,115,"P","0115P","C0115P03",128.855189747109,12.3588341653237,47.24,-122.09
"304","C0115P051",1,115,"P","0115P","C0115P05",132.684743378475,13.3169013068638,47.24,-122.09
"305","C0115P061",1,115,"P","0115P","C0115P06",95.9127234849602,13.8545972834123,48.1,-123.14
"306","C0115R011",1,115,"R","0115R","C0115R01",18.6672537871858,2.56567250680759,48.85,-119.64
