"","upedon","MO.x","MOGr.x","LU.x","MOGrLU.x","rcasiteid.x","SOCstock100","TSNstock100","lat","long"
"835","C0308C011",3,308,"C","0308C","C0308C01",95.1835206951545,12.6827034764592,42.17,-113.02
"836","C0308C031",3,308,"C","0308C","C0308C03",65.7463612976668,10.3779895838096,42.03,-112.44
"837","C0308C071",3,308,"C","0308C","C0308C07",108.006742680497,15.1895302086166,42.11,-111.81
"838","C0308C091",3,308,"C","0308C","C0308C09",123.892353373342,16.9349528508833,42.33,-112.02
"839","C0308C101",3,308,"C","0308C","C0308C10",47.479839294867,4.74663663903351,43.28,-120.99
"841","C0308F021",3,308,"F","0308F","C0308F02",147.037700198297,8.66387191051039,42.37,-122.1
"842","C0308F031",3,308,"F","0308F","C0308F03",128.828882048802,5.91922342154149,42.26,-121.65
"843","C0308F041",3,308,"F","0308F","C0308F04",263.182190287361,4.26867649983423,42.53,-121.69
"844","C0308F061",3,308,"F","0308F","C0308F06",54.9504016705969,3.79041824669394,42.11,-122.02
"845","C0308F071",3,308,"F","0308F","C0308F07",223.931629944212,9.51967961659801,42.51,-121.24
"846","C0308F081",3,308,"F","0308F","C0308F08",153.876889927566,6.38529002898504,42.35,-121.74
"847","C0308F091",3,308,"F","0308F","C0308F09",67.2978557480019,4.06396016914972,42.19,-121.99
"848","C0308F101",3,308,"F","0308F","C0308F10",128.57358925973,7.71652984935135,40.83,-120.82
"849","C0308F111",3,308,"F","0308F","C0308F11",238.068974049217,8.10078997340343,42.36,-122
"850","C0308F161",3,308,"F","0308F","C0308F16",191.843606264279,9.98893955893605,42.37,-121.79
"852","C0308F191",3,308,"F","0308F","C0308F19",174.989065459012,11.0648970568863,42.14,-120.57
"853","C0308P011",3,308,"P","0308P","C0308P01",103.077517719699,15.270862666745,42.42,-113.57
"854","C0308P021",3,308,"P","0308P","C0308P02",129.687442865174,16.7735542933461,39.66,-111.65
"855","C0308P031",3,308,"P","0308P","C0308P03",65.7781448087936,8.6142473598591,40.93,-115.03
"857","C0308R011",3,308,"R","0308R","C0308R01",67.375671460333,8.25225834366678,42.05,-113.7
"858","C0308R031",3,308,"R","0308R","C0308R03",40.7865175830785,6.12565014962191,43.24,-118.43
"859","C0308R041",3,308,"R","0308R","C0308R04",79.161891460248,7.18096296847822,42.2,-120.33
"860","C0308R051",3,308,"R","0308R","C0308R05",74.4220370262026,6.33663683559977,42.67,-116.32
"861","C0308R061",3,308,"R","0308R","C0308R06",50.9917167414405,8.26916715370957,42.08,-115.13
"862","C0308R071",3,308,"R","0308R","C0308R07",50.8436256259939,5.6406624022426,42.61,-116.54
"863","C0308R101",3,308,"R","0308R","C0308R10",72.8921468039904,8.02093697387553,43.44,-118.8
"864","C0308R111",3,308,"R","0308R","C0308R11",84.9997572392723,12.7980450181754,42.17,-114.42
"865","C0308R121",3,308,"R","0308R","C0308R12",69.2308953831649,7.27434753814472,43.03,-116.8
"867","C0308X011",3,308,"X","0308X","C0308X01",71.4264502414052,11.848315726891,42.35,-112.01
"868","C0308X031",3,308,"X","0308X","C0308X03",77.5261987235765,12.061716915463,42.28,-112.36
"870","C0309C011",3,309,"C","0309C","C0309C01",63.5134997316377,10.137576076189,43.31,-120.8
"871","C0309C021",3,309,"C","0309C","C0309C02",51.1191467710943,5.92361585139947,39.81,-115.91
"872","C0309C031",3,309,"C","0309C","C0309C03",130.193521546932,11.794805483685,39.84,-115.92
"873","C0309C041",3,309,"C","0309C","C0309C04",67.3955439505171,6.38053395797363,39.66,-116.02
"874","C0309C051",3,309,"C","0309C","C0309C05",64.0839450771347,10.3574554552463,39.64,-115.97
"875","C0309C061",3,309,"C","0309C","C0309C06",40.0594294597596,5.83077993601384,39.65,-116
"876","C0309C071",3,309,"C","0309C","C0309C07",56.1267911131766,10.3336738614865,39.67,-116.03
"877","C0309C081",3,309,"C","0309C","C0309C08",63.4151284399407,12.4949597695472,43.26,-120.63
"878","C0309C101",3,309,"C","0309C","C0309C10",46.5159462374357,8.09033392943748,43.29,-120.82
"879","C0309P021",3,309,"P","0309P","C0309P02",23.1993003992633,1.40408459114322,43.63,-118.8
"880","C0309P031",3,309,"P","0309P","C0309P03",143.814973568054,17.0261862577924,39.68,-115.93
"881","C0309R021",3,309,"R","0309R","C0309R02",77.2380393263434,9.16901802954708,43.18,-120.79
"882","C0309R041",3,309,"R","0309R","C0309R04",42.8142060387577,4.62253687179237,43.72,-120.33
"883","C0309R051",3,309,"R","0309R","C0309R05",63.3931402457595,11.6402332321421,43.09,-118.61
"884","C0309R091",3,309,"R","0309R","C0309R09",27.2330658695218,9.13162262080417,40.07,-116.01
"885","C0309R101",3,309,"R","0309R","C0309R10",49.6310633747124,8.29424679951124,40.49,-116.82
"886","C0310C021",3,310,"C","0310C","C0310C02",213.795150714549,8.43732239780623,41.15,-112.15
"887","C0310C051",3,310,"C","0310C","C0310C05",63.8627530982771,10.7715317652022,41.29,-112.1
"888","C0310C071",3,310,"C","0310C","C0310C07",229.015830996384,20.186977653184,41.53,-120.1
"889","C0310C101",3,310,"C","0310C","C0310C10",28.4659167912764,6.38656628629649,41.14,-112.13
"890","C0310P011",3,310,"P","0310P","C0310P01",73.5971583937441,15.0071649235427,37.66,-118.05
"891","C0310P021",3,310,"P","0310P","C0310P02",76.2471674511948,10.7783239356463,41.33,-112.06
"892","C0310P041",3,310,"P","0310P","C0310P04",213.292161484687,24.3735881778517,41.08,-112.07
"893","C0310P051",3,310,"P","0310P","C0310P05",49.1660396526982,10.9689221993123,39.37,-117.29
"894","C0310P061",3,310,"P","0310P","C0310P06",278.397818761442,21.1612071360647,39.39,-111.62
"895","C0310P071",3,310,"P","0310P","C0310P07",79.436022729226,8.2668433237501,42.44,-121.43
"896","C0310R021",3,310,"R","0310R","C0310R02",288.771965008186,29.4002719644272,41.23,-116.03
"897","C0310R031",3,310,"R","0310R","C0310R03",32.180693564376,8.86120014476368,40.68,-116.92
"898","C0310R041",3,310,"R","0310R","C0310R04",29.9463179636218,7.43525012626182,41.27,-112.15
"899","C0310R051",3,310,"R","0310R","C0310R05",366.453183928829,37.895903617239,40.94,-116.17
"900","C0310R061",3,310,"R","0310R","C0310R06",56.2860229994767,11.3000501721674,41.19,-112.15
"901","C0310W011",3,310,"W","0310W","C0310W01",270.107736512208,35.575948532377,39.55,-116.46
"903","C0310W041",3,310,"W","0310W","C0310W04",176.396137486637,20.3315048935043,39.27,-116.01
"904","C0310W051",3,310,"W","0310W","C0310W05",109.840771240731,19.1153185914702,42.12,-112.26
"905","C0310W061",3,310,"W","0310W","C0310W06",230.964627744873,17.4925727166149,37.6,-118.8
"906","C0311C021",3,311,"C","0311C","C0311C02",57.6376689517071,10.4801689213033,39.56,-118.72
"907","C0311C031",3,311,"C","0311C","C0311C03",328.646458428388,18.9590106395016,40.08,-118.51
"908","C0311C041",3,311,"C","0311C","C0311C04",36.0485440204452,4.21354681416831,39.41,-118.77
"909","C0311C051",3,311,"C","0311C","C0311C05",46.8125675012108,9.79238070092512,40.23,-118.47
"910","C0311C061",3,311,"C","0311C","C0311C06",231.834473528954,18.1892402135531,40.16,-118.51
"911","C0311C081",3,311,"C","0311C","C0311C08",50.5971022082227,7.32423354376859,39.44,-118.8
"912","C0311P041",3,311,"P","0311P","C0311P04",575.613435965587,61.6725257899157,39.94,-116.07
"913","C0311P051",3,311,"P","0311P","C0311P05",107.209777516658,13.7821757198791,38.57,-117.27
"914","C0311P061",3,311,"P","0311P","C0311P06",152.859606182097,12.8366205554101,39.14,-117.37
"915","C0311R071",3,311,"R","0311R","C0311R07",21.7963460374189,7.36333344733436,40.79,-118.03
"916","C0311W021",3,311,"W","0311W","C0311W02",53.9646986838893,6.52697419585844,40.75,-116.68
"917","C0311W031",3,311,"W","0311W","C0311W03",36.6599128299168,4.16247711614822,39.09,-119.09
"918","C0311W061",3,311,"W","0311W","C0311W06",98.6590842703944,7.48369487321858,38.95,-117.47
"919","C0312C011",3,312,"C","0312C","C0312C01",66.124038581796,8.39557728690189,38.25,-112.78
"920","C0312C021",3,312,"C","0312C","C0312C02",75.1514452708917,10.7017116300875,38.29,-113.03
"921","C0312C031",3,312,"C","0312C","C0312C03",81.3593647728454,17.0659070883193,42.07,-112.72
"922","C0312C051",3,312,"C","0312C","C0312C05",47.0653667913272,9.34254609956376,37.72,-113.7
"923","C0312C081",3,312,"C","0312C","C0312C08",41.8950998086405,5.58336886721175,38.77,-119.3
"925","C0312F011",3,312,"F","0312F","C0312F01",13.0770916023368,1.1121652590976,39.06,-119.57
"926","C0312P011",3,312,"P","0312P","C0312P01",43.718329351875,6.39691684747421,39.46,-112.3
"927","C0312P021",3,312,"P","0312P","C0312P02",60.1167271007233,11.4785821087038,39.27,-112.12
"928","C0312P031",3,312,"P","0312P","C0312P03",61.9742978070603,9.69974160421097,38.96,-112.39
"929","C0312P051",3,312,"P","0312P","C0312P05",123.056283266427,18.0533596926279,39.12,-111.7
"930","C0312P061",3,312,"P","0312P","C0312P06",41.481260319978,7.48932989660079,39.21,-112.4
"931","C0312P071",3,312,"P","0312P","C0312P07",61.5923050877155,8.648974198289,38.89,-119.38
"932","C0312P101",3,312,"P","0312P","C0312P10",95.2913789010768,11.7253335802796,38.92,-119.71
"933","C0312R011",3,312,"R","0312R","C0312R01",51.6066453699813,11.7451964873179,40.89,-116.45
"934","C0312R041",3,312,"R","0312R","C0312R04",23.198486092991,4.37723813974804,39.05,-119.19
"935","C0312R051",3,312,"R","0312R","C0312R05",17.4725728143969,4.87031031380569,39.08,-119.15
"936","C0312R061",3,312,"R","0312R","C0312R06",28.2857324989524,3.74568880569013,38.36,-118.91
"937","C0312R071",3,312,"R","0312R","C0312R07",53.0181172791576,6.65810620934988,42.61,-120.45
"938","C0312R081",3,312,"R","0312R","C0312R08",4.05606445860126,1.35948442909701,39.11,-118.89
"939","C0312R091",3,312,"R","0312R","C0312R09",9.51498859920155,2.74132565814128,39.38,-119.33
"940","C0312R131",3,312,"R","0312R","C0312R13",29.7705130001709,3.96417077972538,38.93,-119.7
"941","C0312R141",3,312,"R","0312R","C0312R14",10.8396349099877,2.29068746338657,38.82,-119.3
"942","C0312W031",3,312,"W","0312W","C0312W03",333.039253017442,35.9656575872096,38.85,-114.51
"943","C0312W041",3,312,"W","0312W","C0312W04",30.303631377549,6.57332333616109,40.1,-119.91
"944","C0312W051",3,312,"W","0312W","C0312W05",26.8161949185835,4.24567634402972,42.09,-112.26
"945","C0312X011",3,312,"X","0312X","C0312X01",45.6870907598036,9.40669355741473,40.1,-112.51
"946","C0401C011",4,401,"C","0401C","C0401C01",54.2285414758775,12.4303498267927,43.99,-107.93
"947","C0401C021",4,401,"C","0401C","C0401C02",68.7423218387903,9.0009151838945,46.04,-110.62
"948","C0401C031",4,401,"C","0401C","C0401C03",90.2861863469507,8.98362797841041,45.69,-111.29
"949","C0401C071",4,401,"C","0401C","C0401C07",121.4676511184,22.247417434779,46.03,-109.88
"950","C0401C901",4,401,"C","0401C","C0401C90",97.225659156678,17.676332164557,48.8,-112.8
"951","C0401F031",4,401,"F","0401F","C0401F03",117.343592495844,4.83019693610229,46.73,-111.9
"952","C0401F041",4,401,"F","0401F","C0401F04",101.975132611179,7.08554689745449,47.9,-118.43
"953","C0401F081",4,401,"F","0401F","C0401F08",111.842744241939,5.88812891490985,47.52,-116.92
"954","C0401P011",4,401,"P","0401P","C0401P01",152.629250574284,17.2234092335751,46.9,-110.15
"955","C0401P031",4,401,"P","0401P","C0401P03",89.4733210837515,20.2431126061503,45.96,-111.26
"956","C0401P041",4,401,"P","0401P","C0401P04",24.4784041880426,2.97610268667176,45.94,-112.55
"957","C0401P991",4,401,"P","0401P","C0401P99",74.61428552015,8.75412302335183,46.1,-109.88
"958","C0401R011",4,401,"R","0401R","C0401R01",83.1245885427183,16.5956409942175,45.36,-109.02
"959","C0401R041",4,401,"R","0401R","C0401R04",113.936519946047,15.7625842914011,45.8,-110.65
"960","C0401R051",4,401,"R","0401R","C0401R05",77.9057268602784,7.41112007489912,43.61,-108.82
"961","C0401R061",4,401,"R","0401R","C0401R06",88.1634142839179,15.4840279061713,45.53,-109.01
"962","C0401R221",4,401,"R","0401R","C0401R22",25.1941657456849,2.9011259661373,45.04,-112.72
"963","C0401R511",4,401,"R","0401R","C0401R51",46.7521868673356,5.35692243974348,45.4,-108.81
"964","C0401W011",4,401,"W","0401W","C0401W01",413.670417582404,37.1663421200299,43.02,-111.51
"965","C0401X511",4,401,"X","0401X","C0401X51",51.593201478529,8.37013236703177,45.96,-111.26
"966","C0402C011",4,402,"C","0402C","C0402C01",126.76148684812,13.1458949493912,43.6,-106.9
"967","C0402C021",4,402,"C","0402C","C0402C02",63.0419366682329,11.6026800849273,43.6,-106.88
"968","C0402C041",4,402,"C","0402C","C0402C04",44.5103097065031,8.79553360517873,44.02,-107.92
"970","C0402F021",4,402,"F","0402F","C0402F02",150.397501580929,14.1398055904834,45.74,-110.23
"971","C0402F041",4,402,"F","0402F","C0402F04",216.722381661215,15.3300820101739,45.94,-110.55
"972","C0402F051",4,402,"F","0402F","C0402F05",35.1908309003807,1.77974705517125,46.42,-114.13
"973","C0402F971",4,402,"F","0402F","C0402F97",98.9306913127165,7.89950374758994,46.43,-114.14
"974","C0402P011",4,402,"P","0402P","C0402P01",40.1321295685921,3.54074152930031,45.75,-110.23
"975","C0402P021",4,402,"P","0402P","C0402P02",85.4560031818579,13.289842522831,45.75,-112.18
"976","C0402P031",4,402,"P","0402P","C0402P03",181.844817391108,17.3525352395526,45.06,-112.81
"977","C0402P051",4,402,"P","0402P","C0402P05",108.142777134164,6.6222511434786,46.08,-111.91
"978","C0402P061",4,402,"P","0402P","C0402P06",143.099804217929,16.7392848543362,43.33,-108.29
"979","C0402R021",4,402,"R","0402R","C0402R02",33.462563734552,8.94686688402335,44,-108.38
"980","C0402R031",4,402,"R","0402R","C0402R03",17.1765365325527,7.18105569279049,44,-108.35
"981","C0402R041",4,402,"R","0402R","C0402R04",87.9227542252107,11.6406263768041,43.03,-108.78
"982","C0402W011",4,402,"W","0402W","C0402W01",239.463545334556,31.7768206446328,48.94,-116.42
"983","C0402W021",4,402,"W","0402W","C0402W02",170.816423435863,18.2731778762625,45.24,-111.75
"984","C0402W031",4,402,"W","0402W","C0402W03",345.851062223935,36.0784887909578,48.41,-117.95
"985","C0402W041",4,402,"W","0402W","C0402W04",294.367457796613,33.1807213246008,46.7,-111.21
"986","C0402W051",4,402,"W","0402W","C0402W05",94.6088377537524,10.5295668654132,43,-108.63
"987","C0403C011",4,403,"C","0403C","C0403C01",44.1040839350496,4.85251204347771,43.33,-108.29
"988","C0403C041",4,403,"C","0403C","C0403C04",31.2309756104525,6.91135749772406,43.32,-108.4
"989","C0403C051",4,403,"C","0403C","C0403C05",125.811861652566,20.8715874164975,45.38,-109.26
"990","C0403C071",4,403,"C","0403C","C0403C07",55.2287185623365,7.81796066622114,43.3,-108.43
"991","C0403C991",4,403,"C","0403C","C0403C99",27.6552084783419,4.60440055411072,44.01,-107.93
"992","C0403P011",4,403,"P","0403P","C0403P01",45.2540007900373,14.6633866278611,44.12,-107.92
"993","C0403P521",4,403,"P","0403P","C0403P52",131.576565310471,22.75941261624,45.23,-108.94
"994","C0403P531",4,403,"P","0403P","C0403P53",79.6562325334066,7.11104180186994,44.16,-107.54
"995","C0403P541",4,403,"P","0403P","C0403P54",90.5388405409516,19.8128371458047,47.22,-109.94
"996","C0403P561",4,403,"P","0403P","C0403P56",44.904662644195,8.92335844409711,44.01,-108.37
"997","C0403R091",4,403,"R","0403R","C0403R09",55.9379777907636,5.16453595035517,43.37,-109.21
"998","C0403R521",4,403,"R","0403R","C0403R52",55.8413869646781,12.2557042214447,44.07,-107.52
"999","C0403R561",4,403,"R","0403R","C0403R56",77.5800100158622,15.1906506584816,45.19,-108.93
"1000","C0404C011",4,404,"C","0404C","C0404C01",221.186038882068,18.2772608686778,48.89,-119.08
"1001","C0404C021",4,404,"C","0404C","C0404C02",66.6984716229454,7.41924600866956,47.51,-114.2
"1002","C0404C031",4,404,"C","0404C","C0404C03",116.635689317733,11.5905159391268,47.15,-114.03
"1003","C0404C051",4,404,"C","0404C","C0404C05",128.804037748265,19.6666619259082,48.27,-114.3
"1004","C0404F011",4,404,"F","0404F","C0404F01",377.523981696638,18.9738412965186,45.05,-116.04
"1005","C0404F031",4,404,"F","0404F","C0404F03",95.3221098281854,8.06742750947054,47.83,-116.97
"1008","C0404F061",4,404,"F","0404F","C0404F06",94.0437534093125,6.39283396306977,48.45,-116.56
"1009","C0404F071",4,404,"F","0404F","C0404F07",84.7529630400652,2.96998807614637,48.15,-117.72
"1010","C0404F081",4,404,"F","0404F","C0404F08",73.8781187160468,3.45023702204388,48.39,-118.44
"1011","C0404F171",4,404,"F","0404F","C0404F17",118.70855191322,7.8609246298027,46.39,-115.84
"1012","C0404F181",4,404,"F","0404F","C0404F18",66.0491233320931,3.35612785641592,46.48,-114.17
"1013","C0404F231",4,404,"F","0404F","C0404F23",87.0576946174253,4.39283048717805,48.6,-116.42
"1014","C0404P011",4,404,"P","0404P","C0404P01",156.230139454179,18.831572987042,47.26,-110.13
"1015","C0404P021",4,404,"P","0404P","C0404P02",167.680061377873,18.4586407377346,48.74,-118.68
"1016","C0404P031",4,404,"P","0404P","C0404P03",50.5065353836201,5.55163450021246,46.38,-114.16
"1017","C0404P041",4,404,"P","0404P","C0404P04",60.6301768222601,6.10455076916069,48.83,-118.6
"1018","C0404R011",4,404,"R","0404R","C0404R01",30.3830381814214,2.83507916736532,46.96,-113.38
"1019","C0404R021",4,404,"R","0404R","C0404R02",81.7601945015046,10.9302960029132,46.09,-112.6
"1020","C0404R031",4,404,"R","0404R","C0404R03",97.2905040084457,11.2986065158139,46.04,-112.73
"1021","C0404R051",4,404,"R","0404R","C0404R05",16.0796436610312,2.19813839356036,45.22,-112.8
"1022","C0404R081",4,404,"R","0404R","C0404R08",83.1408762947973,8.78829159310759,45.96,-112.78
"1023","C0404W011",4,404,"W","0404W","C0404W01",182.293221033578,19.111038887323,48.84,-116.27
"1025","C0405C041",4,405,"C","0405C","C0405C04",187.60614916157,23.7870132540918,47.1,-110.3
"1027","C0405C061",4,405,"C","0405C","C0405C06",25.4271656481531,2.35719983119697,46.24,-112.08
"1028","C0405F011",4,405,"F","0405F","C0405F01",198.708180485294,19.2833715154385,47.74,-117.24
"1029","C0405F021",4,405,"F","0405F","C0405F02",151.236116654736,10.5249859245954,44.69,-115.95
"1031","C0405F571",4,405,"F","0405F","C0405F57",111.826241352208,6.03357478218342,48.63,-118.68
"1032","C0405P011",4,405,"P","0405P","C0405P01",390.063489480987,35.7338640470442,44.98,-116.25
"1033","C0405P031",4,405,"P","0405P","C0405P03",216.687103599933,21.5650849880498,44.98,-116.25
"1034","C0405P041",4,405,"P","0405P","C0405P04",223.7017745353,22.224940139084,47.01,-116.26
"1035","C0405P141",4,405,"P","0405P","C0405P14",97.0927092539198,11.3325815308959,44.84,-113.24
"1036","C0405R021",4,405,"R","0405R","C0405R02",69.6527158891607,5.6775501359022,46.45,-113.94
"1037","C0405R031",4,405,"R","0405R","C0405R03",170.786753579404,21.518586349082,48.1,-112.56
"1038","C0405R051",4,405,"R","0405R","C0405R05",119.021260819504,11.9510136792852,46.97,-112.61
"1039","C0405W011",4,405,"W","0405W","C0405W01",165.379331051416,17.252185783477,46.16,-112.38
"1040","C0405W021",4,405,"W","0405W","C0405W02",94.6799913869764,9.63250455990998,45.23,-113.34
"1041","C0405W031",4,405,"W","0405W","C0405W03",179.97401599528,22.2666002160323,47.03,-116.34
"1042","C0405W041",4,405,"W","0405W","C0405W04",108.990081257523,14.0669280998967,48.02,-117
"1043","C0405W051",4,405,"W","0405W","C0405W05",176.064497303194,15.9529981123149,45.35,-113.38
"1044","C0405X511",4,405,"X","0405X","C0405X51",88.5788292431864,9.09176761474233,47.21,-111.78
"1045","C0406F011",4,406,"F","0406F","C0406F01",122.303737699923,11.4155262035831,46.48,-112.01
"1046","C0406F021",4,406,"F","0406F","C0406F02",117.075188461746,11.4069708890743,43.73,-108.55
"1047","C0406F041",4,406,"F","0406F","C0406F04",36.7772533241415,1.15477064842723,47.05,-114.81
"1048","C0406F051",4,406,"F","0406F","C0406F05",73.312374047922,5.75596649046187,46.91,-113.13
"1049","C0406P011",4,406,"P","0406P","C0406P01",92.8141347423034,13.4861116964584,43.68,-108.42
"1050","C0406P021",4,406,"P","0406P","C0406P02",68.5416004290157,9.57205867243723,43.73,-108.65
"1051","C0406P511",4,406,"P","0406P","C0406P51",57.3900623465669,6.3091222062117,46.44,-113.95
"1052","C0406P531",4,406,"P","0406P","C0406P53",47.0871113291083,11.030135853605,43.73,-108.63
"1053","C0406P561",4,406,"P","0406P","C0406P56",78.2709429575124,13.2225051952202,43.71,-108.49
"1054","C0406R011",4,406,"R","0406R","C0406R01",69.2561622028539,8.51394479033971,43.73,-108.66
"1055","C0406R021",4,406,"R","0406R","C0406R02",209.185488686736,14.6870078810412,43.58,-108.42
"1056","C0406R041",4,406,"R","0406R","C0406R04",56.3049699343598,9.26085192715314,43.44,-109.17
"1057","C0406R051",4,406,"R","0406R","C0406R05",28.039900678195,4.3135649686106,45.56,-112.76
"1058","C0407C011",4,407,"C","0407C","C0407C01",234.570236821224,26.3810918277204,46.48,-112.72
"1059","C0407C021",4,407,"C","0407C","C0407C02",230.82863929589,25.3320231151123,46.67,-113.16
"1060","C0407C031",4,407,"C","0407C","C0407C03",216.072580028865,20.2066911798172,46.6,-113.23
"1061","C0407C521",4,407,"C","0407C","C0407C52",190.79970607022,17.4840038061149,46.66,-116.82
"1062","C0407C561",4,407,"C","0407C","C0407C56",169.742203370198,15.0878719443242,46.61,-113.18
"1063","C0407F011",4,407,"F","0407F","C0407F01",118.637621963293,10.1745078977632,48.31,-117.25
"1064","C0407F021",4,407,"F","0407F","C0407F02",109.645205638498,7.58175379708467,48.28,-117.23
"1066","C0407F521",4,407,"F","0407F","C0407F52",122.57735959346,14.0212024327778,45.63,-111.13
"1067","C0407F531",4,407,"F","0407F","C0407F53",149.204396452489,13.8457496341838,48.29,-117.36
"1068","C0407P011",4,407,"P","0407P","C0407P01",302.196069059012,19.6169495560295,47.41,-114.08
"1069","C0407P021",4,407,"P","0407P","C0407P02",128.217618508318,16.7060293064933,44.7,-116.07
"1071","C0407P051",4,407,"P","0407P","C0407P05",144.945838990874,17.6318680237748,43.43,-110.78
"1072","C0407P951",4,407,"P","0407P","C0407P95",69.7665169040808,9.42100674969395,46.42,-114.18
"1073","C0407R011",4,407,"R","0407R","C0407R01",447.528738794704,32.7034954576653,45.49,-111.29
"1074","C0407R031",4,407,"R","0407R","C0407R03",215.09034398804,20.1179625847133,45.9,-112.51
"1075","C0407R511",4,407,"R","0407R","C0407R51",108.819384891649,12.1385393417463,48.03,-112.56
"1076","C0407R531",4,407,"R","0407R","C0407R53",254.232219914761,24.1748426228476,46.21,-113.39
"1079","C0407W031",4,407,"W","0407W","C0407W03",216.288639260876,30.2408718203382,47.6,-110.47
"1080","C0407W041",4,407,"W","0407W","C0407W04",992.547188440976,84.4320177779202,43.56,-110.84
"1081","C0407X011",4,407,"X","0407X","C0407X01",117.749764706876,13.1079551765963,46.89,-116.76
"1082","C0407X511",4,407,"X","0407X","C0407X51",193.8808061759,13.8923073631909,46.89,-116.75
"1083","C0408C011",4,408,"C","0408C","C0408C01",138.264279345821,17.180715267004,46.52,-116.71
"1084","C0408C021",4,408,"C","0408C","C0408C02",113.397778363109,10.0043575856334,46.66,-116.82
"1085","C0408C031",4,408,"C","0408C","C0408C03",80.7881797575044,8.98645666052259,46.69,-116.93
"1086","C0408C041",4,408,"C","0408C","C0408C04",133.017561261918,20.5373333964431,47.23,-110.26
"1087","C0408C051",4,408,"C","0408C","C0408C05",90.881570742228,11.1150235407027,47.42,-116.87
"1088","C0408F011",4,408,"F","0408F","C0408F01",169.135508280816,6.40027017384354,48.48,-119.4
"1089","C0408F021",4,408,"F","0408F","C0408F02",27.7615675132621,4.12105210396131,43.74,-115.95
"1090","C0408F031",4,408,"F","0408F","C0408F03",66.8624637673321,6.31750735906476,48.56,-118.16
"1091","C0408F091",4,408,"F","0408F","C0408F09",74.7356090756265,5.75099235421976,47.46,-116.72
"1092","C0408F101",4,408,"F","0408F","C0408F10",139.129166016475,5.93120611042642,47.76,-117.19
"1093","C0408F511",4,408,"F","0408F","C0408F51",62.8249705732825,3.79396091179157,48.01,-117.67
"1094","C0408F521",4,408,"F","0408F","C0408F52",44.3606482112251,8.58866895471642,48.24,-118.96
"1095","C0408P011",4,408,"P","0408P","C0408P01",53.0759030183126,9.88573720018384,48.49,-117.84
"1096","C0408P031",4,408,"P","0408P","C0408P03",208.622449349718,21.0075400503939,48.44,-118.18
"1097","C0408P051",4,408,"P","0408P","C0408P05",108.546989736191,11.7395639593527,47.7,-117.07
"1098","C0408P061",4,408,"P","0408P","C0408P06",149.626466490261,14.9533773313401,48.5,-118.23
"1099","C0408P091",4,408,"P","0408P","C0408P09",187.799738236973,18.4830206410423,46.54,-116.45
"1100","C0408R011",4,408,"R","0408R","C0408R01",27.7656446299413,2.54578243637266,43.54,-115.82
"1101","C0408R021",4,408,"R","0408R","C0408R02",74.3365595107671,13.9136009938145,43.63,-106.9
"1102","C0408R031",4,408,"R","0408R","C0408R03",77.1566961371106,12.8126150475671,43.6,-107.43
"1103","C0408R051",4,408,"R","0408R","C0408R05",52.6090536720705,15.8094446560462,44.04,-107.6
"1104","C0408R551",4,408,"R","0408R","C0408R55",100.861874940311,15.1317940687601,43.59,-107.43
"1105","C0408X011",4,408,"X","0408X","C0408X01",93.0548277453108,15.5037630828517,47.96,-118.57
"1106","C0408X021",4,408,"X","0408X","C0408X02",172.243175014415,17.8092730219964,46.73,-116.87
"1107","C0408X511",4,408,"X","0408X","C0408X51",79.4407043232702,16.2205141174933,48.03,-118.64
"1108","C0409C011",4,409,"C","0409C","C0409C01",116.0067495631,11.9644576970171,47.67,-114.17
"1109","C0409C021",4,409,"C","0409C","C0409C02",32.6262651813514,7.29797119434849,47.04,-114.74
"1110","C0409C031",4,409,"C","0409C","C0409C03",107.235100784543,9.77179242144468,48.34,-114.19
"1111","C0409C051",4,409,"C","0409C","C0409C05",57.795308621614,9.66039571845074,44.11,-111.32
"1112","C0409C091",4,409,"C","0409C","C0409C09",76.8772024647006,6.81923555955132,47.82,-117.26
"1113","C0409F011",4,409,"F","0409F","C0409F01",93.8876122518124,4.10190944098628,48.16,-114.71
"1114","C0409F021",4,409,"F","0409F","C0409F02",113.709670304959,9.49129348756641,46.63,-116.52
"1116","C0409F071",4,409,"F","0409F","C0409F07",120.12606513551,11.011470678597,47.02,-116.86
"1117","C0409F101",4,409,"F","0409F","C0409F10",48.0736206644592,3.57170683825576,48.69,-117.53
"1118","C0409P011",4,409,"P","0409P","C0409P01",72.2549569648316,13.9677253746166,47.4,-114.25
"1119","C0409P041",4,409,"P","0409P","C0409P04",83.032634237533,7.62684269742451,47.53,-117.01
"1120","C0409P051",4,409,"P","0409P","C0409P05",79.5005497014102,9.72610365525091,47.63,-116.84
"1121","C0409P091",4,409,"P","0409P","C0409P09",92.8925373450883,9.66486805278598,48.39,-117.33
"1122","C0409P961",4,409,"P","0409P","C0409P96",72.4009142134295,9.29671248991083,47.51,-114.64
"1123","C0409R011",4,409,"R","0409R","C0409R01",51.0761409112386,7.48752781435692,47.54,-114.34
"1124","C0409R021",4,409,"R","0409R","C0409R02",64.224741994741,7.04973262315808,48.75,-119.26
"1125","C0409R041",4,409,"R","0409R","C0409R04",36.548502587903,5.1572745730217,42.34,-111.26
"1126","C0409R101",4,409,"R","0409R","C0409R10",52.7752295924766,6.50181560383441,42.19,-111.21
