"dates","U3J1","U3J2","U4J1","U4J2","S3J3","S3J4","T5J1","T5J3","T5J2","T4J1","T4J2","T4J3","T3J1","T3J3","T3J2","T2J2","S1J1","S1J2","S2J4","S2J3","T2J3","T2J1","T1J1","T1J2","U1J1","U1J2","U2J1","U2J2"
2016-04-20,-0.00707907323683003,0.000599372546397077,-0.0279380610116762,-0.00734843530811502,0.61764530030116,6.79915074587285,-0.00676345339271688,-0.00835185615648039,0.00504323733572956,0.00457036721460768,0.156193430081033,-0.0167171959036155,-0.0187577858757104,2.00861484233664,0.240633773078357,-0.000285947693061618,-0.00860170758697532,-0.0254345532371789,1.08490012127437,2.15643881437528,0.0123965504245057,0.0365843484202624,0.00340794290302357,0.0100487956244397,0.0235164990772832,-0.000384673796735905,0.113268125294476,0.0144790696380507
2016-04-26,0.00381478210032929,-0.00165808089290347,-0.025959320957736,0.0143206488028866,10.8072715957741,6.82500389782739,-0.00187180159613847,0.00382773431589712,-0.00644674532507156,0.00158983364318169,0.0011565276419712,-0.0351117025878863,-0.0445280729107204,0.036052271691993,0.0468964485058432,0.0242404954454946,0.0390255605947258,-0.0102936533501528,0.740778216490816,1.20840456914089,-0.0116871836708555,0.0151480118078658,-0.0530442944415352,-0.0415658139690541,-0.00122270841122232,0.0177478555906972,0.102350421851612,0.0176224642973222
2016-05-03,0.00977530933817168,-0.00150129282532517,-0.00341123144704935,0.00125943352346706,0.562986226984849,3.72075811208992,0.0174903531091313,0.00822535607599619,0.00279302977837052,0.0596807647552369,0.0434838357836506,-0.0129528048686745,0.00345145761163461,0.0227895806729983,0.12358754427842,0.0074478771696562,0.00494336628602346,0.0127561302004762,1.37067644057505,5.83126404862186,0.0109206642626691,0.0168528228143045,-0.00331213956443646,0.0320840425197777,0.0166068294811642,0.0477764604169832,0.304706016712566,0.0129664891842763
2016-05-11,0.00884563343392491,0.0505196482974971,-0.0143120424748584,-0.00913244562235184,1.38738083214876,0.197381159430054,-0.008921546939634,0.000251746733943866,0.00742770657000559,0.0338081064788896,0.0530006902406282,-0.0173293100952476,-0.0391916890040244,0.0531710802648688,0.226011211143223,0.0869784352757976,-0.00622506631212602,0.00303121275644482,0.127403252219697,11.4534980316962,0.00218540527096925,0.00725078949488251,-0.0021362949508339,0.0244151256217764,0.0413944399673737,0.0080437958045687,0.435409795176251,0.0105574372243593
2016-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04997883883822,0.0657274145752876,0.0334811479323058,0.00501190664554263,0.191244864425946,0.158135489717655,0.0202643481155103,NA,NA,NA,NA,0.0108904652171375,0.000738019692727776,NA,NA,NA,NA,NA,NA
2016-05-18,NA,NA,NA,NA,0.214986448650993,2.05924754272715,NA,NA,NA,0.010518099905546,0.0861471915452403,0.00350741284709379,0.00295623271590544,0.0249372775601797,0.157563513282652,0.0077447018355422,NA,NA,7.8907706109012,0.442444147925942,-0.00702652075769669,-0.0438768111086122,NA,NA,NA,NA,NA,NA
2016-05-22,NA,NA,NA,NA,0.254513415248341,2.02678349636364,NA,NA,NA,0.0144848605335691,0.0292805672061431,0.0015190556236577,-0.00728065768858678,0.0360734250355153,0.189784400536551,0.0367100825583072,NA,NA,5.55539360041378,0.695055435311276,0.0125711976771326,-0.0194537023642081,NA,NA,NA,NA,NA,NA
2016-05-19,0.141188521249105,0.00130415763563974,-0.0439030902926521,0.0200007279518763,1.48611450341384,3.23499972609043,-0.0123215614954407,0.00725638893263117,-0.00492374908250837,0.0060072768013447,0.0329972164084683,-0.0516188585836712,-0.00290838715766384,0.271279091407947,0.210530190807032,0.0268371893944881,-0.00474982177169157,0.0388896659514667,0.712883534025614,4.47901868217984,0.0373419613306159,0.0675990471506615,-0.0303987734089805,0.177062772916494,0.0218191656080555,0.238455132200599,0.558477098678043,0.038866163117535
2016-05-20,NA,NA,NA,NA,0.858260599196197,0.563230996430988,NA,NA,NA,-0.0292756203435289,0.0338343785195159,-0.0757733299026628,-0.0154413936547885,0.424967769102864,0.207278489261089,0.0645899793962142,NA,NA,0.171798285566499,NA,0.0202003063763278,-0.0767684195800708,NA,NA,NA,NA,NA,NA
2016-05-21,NA,NA,NA,NA,0.276362590985441,NA,NA,NA,NA,-0.0205839661611648,0.00399623589730262,-0.0055889343619002,-0.00970183339306217,0.0185649278503031,0.059737062503084,0.0177165484280233,NA,NA,0.900345848575842,5.50014235656184,-0.03076100604144,-0.00374057608771994,NA,NA,NA,NA,NA,NA
2016-05-23,NA,NA,NA,NA,0.360561879614961,1.45670423844417,NA,NA,NA,-0.0086767159810052,0.0432811452513194,-0.00236922819023861,-0.00880413379935685,0.131640232072642,0.265234523120854,NA,NA,NA,0.807550903452434,6.30578996391847,0.0221461504896548,0.000733240107415603,NA,NA,NA,NA,NA,NA
2016-05-24,0.000373761793887791,0.0517163317563354,-0.00930239728742532,-0.0074930472073849,5.77621262220765,2.8599714216546,-0.00214059632261427,-0.0181942324016481,0.0211174687518718,0.0163215697670646,0.0580832206049487,-0.0329782920479349,-0.00657154861501251,0.770478733619375,0.410637871344242,0.192423386200743,0.0204087009334899,-0.0215375907894525,0.926306412088323,4.32614764232736,0.0908913493962577,-0.0142102914146716,-0.0348433312470438,0.20132537081178,0.263500311075497,0.966027246492423,1.24930059582832,0.21695038745181
2016-05-27,NA,NA,NA,NA,-3.78624003720327,-2.44262963141946,NA,NA,NA,0.00706929519160216,0.0123326255197699,0.000815495550207804,-0.021436342731672,-0.0969400853550316,-0.14143455739294,-0.10697551690934,NA,NA,0.302631149414384,8.0417817756849,-0.0453249935129838,-0.0188391587908187,NA,NA,NA,NA,NA,NA
2016-05-29,NA,NA,NA,NA,3.45934601890611,4.28440929748382,NA,NA,NA,-0.00399940259819551,0.0198290917383572,-0.0150884575305601,-0.00313679814695676,0.139310561084512,0.107678584344853,0.211621582128002,NA,NA,1.04956860429697,4.18461870095494,-0.010219454165828,-0.086912812865762,NA,NA,NA,NA,NA,NA
2016-06-01,-0.00838094565944976,0.0682147595983242,-0.0213526818050215,-0.00835628432207535,2.2808456634063,3.15038840997446,0.00735785443588488,-0.00254026783698067,-0.0103748622309487,0.025384610249703,0.0111292648030152,-0.0319275997078554,-0.0706934859294136,0.136498280243368,0.19536223442262,0.303705474236119,0.0129120976109129,0.0043725083632573,1.13106457234539,30.4990760804777,0.0730750076222854,0.00244734470590674,-0.073911087103234,0.137330902038364,0.320259813483322,1.07190253873458,1.88565244033605,0.125929639202366
2016-06-02,NA,NA,NA,NA,3.15314254404186,2.42552536188443,NA,NA,NA,-0.00356540522354739,0.000867611617032543,-0.0116415381973926,-0.00330730743002914,NA,0.0851293282356934,0.180912838643422,NA,NA,0.446010240293727,23.4204053830461,-0.00493852501064868,0.00289699787638634,NA,NA,NA,NA,NA,NA
2016-06-05,NA,NA,NA,NA,0.610013873803736,0.274832402630356,NA,NA,NA,0.0101661334748154,0.00675061873551243,0.00344856458191723,-0.0157360958333611,0.0428358385730355,0.113719892318996,0.0767527392499853,NA,NA,3.86999400345215,11.2232664390342,-0.0174351533385246,0.00396434933753068,NA,NA,NA,NA,NA,NA
2016-06-07,0.00197127218641507,0.0404871139027709,-0.0351760789075826,-0.00217412780475664,0.415024061753229,3.62039248784712,0.015471480474632,-0.0202422375739427,-0.00619007250207616,0.00703308097828667,0.0353304262526006,-0.0249079245834871,-0.047679370763873,0.210177613537314,0.123674101777117,0.150617625739509,0.0143352206102367,0.00166526582361113,1.86355968193144,5.72322013832939,0.00560439861461779,-0.01040138325709,-0.050863664326536,0.124425672646335,0.159077822545359,0.597365715586745,0.96452640741472,0.0941528758356404
2016-06-03,NA,NA,NA,NA,NA,2.96835474901258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-09,NA,NA,NA,NA,NA,3.11078225730789,NA,NA,NA,0.00433033975085449,0.00635656901311411,-0.0107686181835785,-0.0185006180494241,-0.000577573134123936,0.0457671225406481,0.0934254083111348,NA,NA,1.01306994712097,3.59798399128177,0.0216924146473538,-0.0406382412700378,NA,NA,NA,NA,NA,NA
2016-06-12,NA,NA,NA,NA,5.34634773754581,4.39115794450217,NA,NA,NA,-0.0065922197324937,0.00822684859014742,-0.0334285171590247,-0.0557503124446819,0.0469530370033632,0.0656732347407532,0.135711623315706,NA,NA,1.25051949531108,3.70440057881191,0.0143676388418075,-0.0234396750031259,NA,NA,NA,NA,NA,NA
2016-06-14,-0.0120515813747831,-0.018157117734158,-0.0443308497079844,-0.0198863290368245,3.24120948590223,2.2310830861685,-0.0158879251089878,0.014073072273145,-0.0294495721218007,-0.0181792315498372,0.00585105601393312,-0.0342658445224724,-0.0890799686815614,0.0247596733334366,-0.00795868480304763,0.0715188248412548,-0.000169993356278184,-0.0113524965578474,0.57727008365685,18.6611627521923,0.0544208091347771,0.00747670412055427,-0.0188680930131049,0.0230095254514018,0.0300762561555182,0.050677049551102,0.207991026947873,0.0303456575590828
2016-06-19,NA,NA,NA,NA,2.03460851056951,0.75024912342373,NA,NA,NA,-0.0276098591023045,-0.0173228064828418,-0.0163236988311205,-0.0320483079005644,-0.0342844351025143,-0.00663960753583912,-0.0207040115208285,NA,NA,3.15751569280691,8.72496044855394,-0.0128592653817413,-0.108485134183477,NA,NA,NA,NA,NA,NA
2016-06-11,NA,NA,NA,NA,-0.651228530535528,2.03760831966192,NA,NA,NA,0.00808357186281597,0.175230160393837,0.100857984049384,0.182160892611327,-0.0317250672299417,-0.0090090488572117,0.0104971830001063,NA,NA,1.13102962204636,19.7603568214414,-0.020653555235019,2.66426234433156,NA,NA,NA,NA,NA,NA
2016-06-13,NA,NA,NA,NA,3.56854294256598,3.47830139285979,NA,NA,NA,0.00403911835787654,0.00220931095697742,-0.0369918671582925,-0.0370874596677204,0.0382337146795688,0.0134398677334345,-0.840307173135519,NA,NA,1.10855814351812,16.0518305327611,0.102752732727058,-0.0299973900647609,NA,NA,NA,NA,NA,NA
2016-06-16,NA,NA,NA,NA,9.63855294989036,1.45470725232482,NA,NA,NA,-0.00820695877152694,-0.00311362548037078,-3.56458853350307,-0.00133678574427083,-0.00835829840483253,0.0103433408441948,0.020175424643193,NA,NA,0.31505706795537,21.2739667906801,0.0253082093077804,-0.0119392138008711,NA,NA,NA,NA,NA,NA
2016-06-17,NA,NA,NA,NA,0.753389891618288,1.5501813850239,NA,NA,NA,-0.0153048468988199,-0.0118174920102721,-0.00766334401339144,-0.017278187983663,-0.00213388294973634,-0.00495812167894049,-0.00567089809031334,NA,NA,4.46931967754616,25.0166681456097,0.00270358453987665,-0.495965815683389,NA,NA,NA,NA,NA,NA
2016-06-21,-0.0208484349923214,-0.0274102501537115,-0.0466969524022086,-0.0170667415126936,1.18388802550247,0.639789235693079,-0.0190085507268446,-0.0239997247938124,-0.0321971417236469,-0.0254356438257976,-0.00960282211195351,-0.0239728384018155,-0.035474721793307,-0.0104102865491193,-0.0191666766689693,-0.0111332426383602,-0.0365431110383638,-0.0164734218863113,2.1463706294019,1.51338276987299,-0.0161175381920247,-0.00360516789396523,-0.0142534236156965,-0.0171704833487843,-0.00577703142195165,-0.0275820476705119,-0.00636318062270996,-0.00585942180198741
