"","T1","T2"
"1",0.912431594893,2.73998985681
"2",1.482773955,3.12608509702
"3",2.75562485748,4.67779840966
"4",-2.82239478967,-1.84651118414
"5",-2.01668497101,-2.47532850322
"6",-4.15627878778,-5.07906470132
"7",-4.18313971347,-5.10592562702
"8",-3.18974591352,-4.07811775083
"9",-3.59429282657,-3.34785510754
"10",-3.94876491577,-4.47303089623
"11",-2.23750430254,-2.28671770333
"12",-3.29270306576,-4.54735826499
"13",-3.64787290136,-4.90252810059
"14",-3.92043713083,-6.48703638371
"15",-4.88604973984,-6.14548273456
"16",-4.28277774714,-5.38984723903
"17",-6.01852031505,-6.30951873137
"18",-5.00531705615,-5.29631547247
"19",-8.02452089971,-7.96891912514
"20",-8.26925424235,-7.34648205733
"21",-8.84524276319,-6.64053094026
"22",-7.9224761599,-8.06041973829
"23",-6.64797291335,-6.40430318791
"24",-4.37178861619,-4.43588312505
"25",-1.98513402475,-3.85876599745
"26",4.40972333246,0.88543500042
"27",3.44083439688,-0.508310230289
"28",4.54234059519,2.25735542756
"29",5.5673645447,0.70591558216
"30",5.16633415288,1.16967125926
"31",3.54813076946,2.62846740188
"32",2.23354828315,-0.605237823011
"33",1.11883115222,-0.784467519527
"34",1.3127840027,-0.161720655498
"35",1.43662281946,-0.0378818387438
"36",-0.0549590416253,-1.10971217573
"37",-0.981608472026,-2.7995666721
"38",-0.573925445955,-2.39188364603
"39",0.710967190155,-1.47207978773
"40",-0.205117629122,-3.20525131822
"41",2.69589264476,-0.307129976763
"42",2.44148757178,0.0670899618389
"43",3.89788776384,1.39873410144
"44",6.49960148881,2.80481345083
"45",3.32718222501,-0.825563075476
"46",8.49459190303,2.88622094795
"47",7.9852465779,3.76219027241
"48",10.3892466209,5.38060331859
"49",9.86048147809,4.74111210089
"50",5.62064779165,2.69290215228
"51",1.33638631064,0.0699642815944
"52",0.443364537493,-0.951675312161
"53",-0.887922638953,-2.154344668
"54",-2.30704656237,-3.57346859142
"55",-0.821717613548,-2.39556790972
"56",-1.16696057212,-0.976616349437
"57",-1.20406438791,-2.47048641696
"58",-0.387631195106,-1.65405322415
"59",-1.72022841973,-3.46315202763
"60",1.26733474946,0.393748034494
"61",0.644030199745,-0.632617173776
"62",1.22667299792,-0.049974375603
"63",2.01580344385,1.44990176369
"64",0.717807324283,-0.358733011424
"65",2.85953758831,1.7829972526
"66",2.1434694687,0.0929921141382
"67",-2.57904483541,-2.58000175402
"68",-1.31355431831,-0.543784787787
"69",-3.4887698928,-4.22227039553
"70",-1.10723746913,-1.44931191002
"71",-2.61595730206,-3.60670527593
"72",-4.43595539069,-5.86914125674
"73",-3.73468273299,-5.3178732783
"74",-4.17895775483,-5.76214830013
"75",-3.98049229221,-4.62390744606
"76",-5.52331137819,-6.47318839057
"77",-3.00203832921,-3.99046544679
"78",-2.82466807038,-3.92259925018
"79",-3.38586404121,-2.90100673623
"80",-4.53755857685,-4.78750751923
"81",-1.89169341362,-1.20543283616
"82",-1.97095185952,-2.2209008019
"83",-2.88127119517,-3.13122013754
"84",-1.53949348726,-1.3263824505
"85",0.625929689963,-2.07886855136
"86",1.00711952214,-3.63619594286
"87",-0.920485936984,-5.14897628001
"88",-1.55160248527,-5.78009282829
"89",0.382284084885,-2.23766763292
"90",0.286687312518,-1.00661331794
"91",-2.48735048444,-5.62070158794
"92",-1.32145900189,-5.22257300124
"93",-2.49828065195,-5.63163175545
"94",1.23867673942,3.28955616508
"95",1.78321550532,3.9915609609
"96",1.10089934375,1.3309971381
"97",-0.489124156333,1.50501162018
"98",1.296982757,3.40008211104
"99",-2.89326227379,-0.18430524998
"100",-2.11121240992,0.413988171276
"101",0.377398465955,2.52855724888
"102",-1.08017659381,-0.527753392822
"103",-1.10312759468,-0.550704393696
"104",-0.100606169445,-0.410561370926
"105",-0.909848707797,-1.21980390928
"106",-1.6292856633,-0.612784195335
